"지점명","위치","발생건수","사망자수","보 기","MOTOCY_CNT","CYCLE_CNT","WALK_CNT","DRK"
"용두1치안센터 사거리(동쪽)","서울특별시 동대문구 왕산로 95","17","0","","1","0","0","0"
"청량리역 교차로","서울 동대문구 왕산로 214","16","1","","1","1","0","0"
"장안동사거리(프리머스 시네마)","서울 동대문구 장안동","13","1","","2","1","0","1"
"청량리역 부근 삼거리(서쪽)","서울 동대문구 왕산로 214","18","0","","0","0","0","0"
"삼육보건대 사거리(북서)","서울 동대문구 망우로 82","12","1","","2","0","0","0"
"성바오로병원 교차로(북서)","서울 동대문구 제기동","19","0","","6","0","0","0"
"경동시장 앞 삼거리(동서울빌딩)","서울 동대문구 제기동","11","1","","1","1","0","0"
"휘경2동주민센터 앞 삼거리","서울 동대문구 한천로 329","11","0","","2","2","0","0"
"농협 앞 교차로(제기동점)","서울특별시 동대문구 제기동 1015","13","0","","1","1","0","0"
"신설동역사거리(동대문우체국)","서울 동대문구 천호대로 4","13","0","","2","0","0","0"
"제기동 433-5번지 사거리","서울 동대문구 제기동 433-5","13","0","","2","2","0","0"
"지방경찰청정비창 앞 교차로","지방경찰청정비창 앞 교차로","12","0","","1","1","0","0"
"도시철도공사 앞 사거리","서울 동대문구 장안동","11","0","","0","0","0","0"
"동원빌딩 앞 삼거리","서울 동대문구 망우로 19","8","1","","0","0","0","0"
"촬영소사거리(풍안시장 앞)","서울 동대문구 한천로 123","11","0","","3","0","0","0"
"성바오로병원 교차로(북서)","서울 동대문구 제기동","8","0","","1","1","0","0"
"이슬어린이공원 부근 삼거리","서울 동대문구 장안1동 190-62","6","2","","1","2","0","0"
"개운산입구교차로(고려대)","서울 성북구 종암동","8","0","","1","0","0","0"
"휘경센트레빌 사거리(101동 북서)","서울 동대문구 외대역동로 14","11","0","","0","1","0","1"
"휘경119안전센터 앞 삼거리","서울 동대문구 망우로 106","7","0","","1","0","0","0"
"홍파초 앞 사거리","서울 동대문구 고산자로 518","9","1","","0","0","0","1"
"제기사거리(제기동 799번지)","서울 동대문구 제기동","10","0","","1","2","0","0"
"배봉초 사거리(남동)","서울 동대문구 사가정로 207","11","0","","0","0","0","2"
"동대문중 사거리(남쪽)","서울 동대문구 답십리로 130","8","0","","2","3","0","0"
"청량리동주민센터 부근","서울 동대문구 왕산로43다길 5","10","0","","2","0","0","1"
"클래식타워 앞 교차로","서울 동대문구 천호대로 307","9","0","","0","2","0","0"
"용신동주민센터 부근(동쪽)","서울 동대문구 천호대로27길 35","9","0","","0","1","0","0"
"전농119안전센터 앞 사거리","서울 동대문구 황물로 3","9","0","","2","1","0","0"
"한국외대 부근 삼거리","서울 동대문구 이문로 107","5","2","","1","0","0","0"
"상도역사거리","서울 동작구 상도로 지하 272","30","0","","2","0","0","0"
"한강대교 남단 사거리","서울 동작구 본동","22","1","","2","0","0","1"
"성대시장 앞 삼거리(북동)","서울 동작구 국사봉1길 41","16","0","","1","0","0","0"
"대림사거리(대림우체국 남동)","서울 영등포구 대림로 85","15","0","","0","3","0","0"
"이수역 부근(10번출구 서쪽)","서울 동작구 사당로 지하 310","11","0","","0","0","0","0"
"숭실대입구역 부근(북쪽)","서울 동작구 상도로 지하 378","16","0","","4","0","0","0"
"노량진삼거리(노량진역)","서울 동작구 노량진로 151","12","0","","1","0","0","0"
"사당역사거리(사당역 앞)","서울 동작구 남부순환로 지하 2089","9","0","","2","0","0","0"
"중앙하이츠빌 부근(110동)","서울 동작구 상도로 320","6","0","","0","0","0","0"
"상도3동주민센터 앞 삼거리","서울 동작구 성대로2길 11","16","0","","0","0","0","0"
"노량진119안전센터 앞 삼거리","서울 동작구 노량진로 187","5","0","","2","0","0","1"
"신대방삼거리역","서울 동작구 상도로 지하 76","17","0","","1","3","0","0"
"국립현충원 삼거리(분수대앞)","서울 동작구 현충로 210","11","0","","0","0","0","0"
"숭실대입구역삼거리","서울 동작구 상도로 지하 378","7","1","","2","0","0","1"
"남성지구대 앞 삼거리","서울 동작구 동작대로43길 22","8","1","","2","0","0","2"
"중앙대학교병원 앞 사거리","서울 동작구 흑석로 102","9","1","","0","0","0","0"
"장승배기역사거리","서울 동작구 상도로 지하 188","6","0","","1","0","0","0"
"신대방삼거리역 부근(남쪽)","서울 동작구 상도로 지하 76","13","0","","2","1","0","2"
"신한은행 상도역지점 앞 오거리","서울 동작구 상도로 241","9","0","","1","0","0","0"
"동작지하차도(동작역 부근)","서울 동작구 동작동","10","0","","0","0","0","0"
"남사초등학교","서울 동작구 동작대로13길 22","2","2","","0","0","0","0"
"약수맨션앞 사거리(B동 서쪽)","서울 동작구 양녕로26길 11","10","0","","2","1","0","0"
"노량진삼거리(노량진역)","서울 동작구 노량진동","8","1","","0","0","0","0"
"대림아파트(공무원공군아파트)","서울 동작구 사당로17길 52","5","0","","0","0","0","0"
"노량진수산시장 앞 도로","서울 동작구 노들로 674","5","0","","0","0","0","0"
"한강대교 남단 사거리","서울 동작구 본동","8","0","","1","0","0","0"
"상도3파출소 앞 삼거리","서울 동작구 상도로 87","8","0","","0","1","0","0"
"서울공고 앞 사거리","서울 동작구 대방동1길 46","7","0","","0","0","0","0"
"삼거리시장 사거리(동남)","서울특별시 동작구 노량진동","8","0","","3","1","0","0"
"상도아아파트 앞(101동)","상도아아파트 앞(101동)","4","1","","0","0","0","0"
"공덕오거리(공덕역)","서울 마포구 공덕동 429-11","15","1","","2","0","0","0"
"서교푸르지오 부근(북쪽)","서울 마포구 홍익로 10","12","0","","0","0","0","0"
"신촌로타리(신촌역)","서울 마포구 노고산동 31-123","14","0","","0","0","0","0"
"신공덕2차래미안 앞(203동)","서울 마포구 만리재로 74","4","0","","0","0","0","0"
"양화대교북단 부근(북동)","서울 마포구 합정동 345-1","8","0","","0","0","0","1"
"아현중학교 앞 사거리(남쪽)","서울 마포구 마포대로 247","4","0","","0","0","0","0"
"합정역 부근(6번출구)","서울 마포구 합정동 402","7","0","","0","0","0","1"
"아현교차로(아현중 부근)","서울 마포구 아현동","7","1","","0","1","0","0"
"서교동사거리(서교웨딩문화원)","서울 마포구 서교동","7","0","","0","0","0","1"
"성산2교 남단 사거리","서울 마포구 성산동","6","0","","0","0","0","0"
"드와이트스쿨 부근 삼거리(북쪽)","서울특별시 마포구 월드컵북로62길 21","6","0","","0","1","0","0"
"성산119안전센터 앞 삼거리","서울 마포구 월드컵북로 240","5","0","","0","0","0","0"
"합정역사거리(8번출구)","서울 마포구 합정동 383-36","7","0","","1","0","0","0"
"월드컵경기장 사거리(서쪽)","서울 마포구 월드컵로 240","8","0","","0","0","0","2"
"서강동주민센터 사거리(남동)","서울 마포구 독막로 165","7","0","","1","0","0","0"
"함성월드빌아파트 부근(동쪽)","서울 마포구 월드컵로11길 35","5","0","","0","0","0","0"
"가양대교 북단 교차로","서울 마포구 상암동","4","1","","0","0","0","0"
"KT&G상상마당 앞 사거리","서울 마포구 어울마당로 65","8","0","","0","0","0","0"
"양화대교북단 부근(북동)","서울 마포구 합정동 345-1","5","0","","1","0","0","0"
"성산대교 부근 삼거리(서쪽)","서울 마포구 망원동","4","0","","0","0","0","1"
"마포삼성 앞(101동)","서울 마포구 도화길 28","5","0","","0","0","0","0"
"마포대교입구(마포역 부근)","서울 마포구 마포대로 지하 33","5","0","","0","0","0","0"
"상암초교교차로","서울 마포구 월드컵북로 353","4","1","","1","1","0","0"
"공덕초 부근(북서)","서울 마포구 만리재옛길 13","6","0","","0","0","0","0"
"마포역 부근(2번출구)","서울 마포구 도화동 555-2","7","0","","0","0","0","0"
"망원2치안센터 부근(동쪽)","서울 마포구 월드컵로31길 18","6","0","","0","1","0","0"
"망원2치안센터 부근(동쪽)","서울 마포구 월드컵로31길 18","9","0","","0","1","0","0"
"신촌로타리(신촌역)","서울 마포구 노고산동 31-123","7","0","","0","0","0","0"
"상암사거리(월드컵터널)","서울 마포구 성산동","5","0","","0","0","0","1"
"상수역 사거리","서울 마포구 독막로 85","4","0","","1","2","0","0"
"독립공원(출입구 앞 사거리)","서울 서대문구 통일로 251","10","0","","0","0","0","0"
"홍은사거리(서대문도시관리공단)","서울 서대문구 백련사길 39","19","1","","2","0","0","0"
"홍제초 사거리(남서)","서울 서대문구 홍은중앙로 13","10","2","","0","1","0","0"
"연세대 앞(세브란스병원)","서울 서대문구 연세로 50","6","0","","0","0","0","1"
"사천교 서단(가좌역)","서울 서대문구 남가좌동","6","0","","0","0","0","0"
"홍제역 3번출구 앞 삼거리","서울 서대문구 홍제동 161-1","12","0","","0","1","0","0"
"홍연2교 북단 교차로","서울 서대문구 연희동","11","0","","0","0","0","1"
"홍제역 삼거리(4번출구)","서울 서대문구 홍제동 161-1","7","0","","1","1","0","0"
"서대문역 앞 사거리","서울 종로구 통일로 지하 126","8","0","","0","0","0","0"
"홍제삼거리(한신휴플러스)","서울 서대문구 통일로 397","11","0","","1","1","0","0"
"연희동 136-8번지 사거리","서울 서대문구 연희동 136-8","9","0","","0","0","0","1"
"교남동주민센터 부근(서쪽)","서울 종로구 송월길 154","9","0","","0","0","0","1"
"신촌역교차로","신촌역 교차로","10","0","","1","0","0","0"
"서울금화초교 사거리(북쪽)","서울 서대문구 통일로 165","9","0","","1","0","0","0"
"증산2교 서단 사거리","서울 서대문구 북가좌동","6","0","","1","0","0","0"
"인왕아파트 앞 삼거리(4동)","서울 서대문구 통일로32길 3","7","0","","0","0","0","0"
"독립문역 앞 교차로","서울 서대문구 통일로 지하 247","5","0","","0","0","0","0"
"연대 공학원 부근(남쪽)","서울 서대문구 연세로 50","9","0","","0","0","0","0"
"연희동 성당 부근(북서)","서울 서대문구 연희로 64-14","7","0","","0","0","0","0"
"홍은동 142-19번지","서울 서대문구 홍은동 142-19","5","0","","1","0","0","0"
"북가좌사거리(북가좌2치안센터)","서울 서대문구 증가로 244","10","0","","2","1","0","0"
"국민권익위원회 앞 삼거리","서울 종로구 사직로8길 60","6","0","","0","0","0","0"
"홍제초 사거리(남서)","서울 서대문구 홍은중앙로 13","7","0","","0","1","0","0"
"홍은사거리(서대문도시관리공단)","서울 서대문구 백련사길 39","4","1","","0","0","0","0"
"연세대 재활학교 앞","서울 서대문구 연세로 50","5","0","","0","0","0","0"
"사천교교차로(사천교 동단)","서울 서대문구 연희동","6","0","","0","0","0","1"
"흥남교 남단 사거리","서울 서대문구 남가좌동 79-167","5","0","","0","0","0","0"
"가좌삼거리(삼성래미안2차)","서울 서대문구 수색로6길 43","4","1","","0","1","0","0"
"서대문구청 앞 사거리","서울 서대문구 연희로 248","6","0","","1","0","0","0"
"증산교 남단 사거리","서울 서대문구 북가좌동 415","6","0","","1","0","0","0"
"KOTRA빌딩 앞 사거리","서울 서초구 헌릉로 13","18","0","","0","0","0","0"
"트럭터미널앞교차로","서울 서초구 양재동","18","0","","0","0","0","0"
"트럭터미널 앞 사거리","서울 서초구 양재동","15","0","","0","0","0","0"
"반포힐스테이트 앞(104동 남쪽)","서울 서초구 신반포로16길 15-20","10","0","","2","0","0","2"
"호남선터미널 앞 사거리","서울 서초구 신반포로 176","13","1","","0","1","0","0"
"교대역 지상 사거리","서울 서초구 서초대로 지하 294","14","0","","2","0","0","1"
"강남귀금속타운 앞 사거리","서울 서초구 신반포로 162","21","0","","0","1","0","1"
"교육개발원입구 사거리","서울 서초구 양재동 20-40","13","0","","1","0","0","0"
"고속터미널앞사거리(고속터미널역)","서울 서초구 신반포로 지하 188","14","0","","0","0","0","0"
"서울성모병원교차로","서울 서초구 반포대로 222","15","0","","0","0","0","0"
"이수교차로(동작역 남동)","서울 동작구 현충로 257","11","0","","0","1","0","1"
"삼호가든사거리(고속터미널)","서울 서초구 반포동","9","0","","1","0","0","0"
"화련회관(남서 사거리)","서울 서초구 동작대로 230","6","0","","0","0","0","1"
"성모병원 앞 도로","서울 서초구 반포대로 222","9","0","","1","0","0","0"
"양재IC 염곡사거리 부근","서울 서초구 양재동 238-1","4","0","","0","0","0","0"
"서초1교(삼익아파트)","서울 서초구 서초동 1414","9","0","","1","0","0","0"
"교대역 지상 사거리","서울 서초구 서초대로 지하 294","12","0","","2","0","0","0"
"트럭터미널앞교차로","서울 서초구 양재동","11","0","","0","0","0","0"
"서초구민회관 부근 삼거리(남쪽)","서울 서초구 강남대로 201","9","0","","1","0","0","0"
"서울고교사거리(서울고 앞)","서울 서초구 효령로 197","6","1","","1","0","0","0"
"서초I.C(남단)","서울 서초구 서초동","2","1","","0","0","0","0"
"EXR타워(서쪽 삼거리)","EXR타워(서쪽 삼거리)","5","1","","1","0","0","0"
"사당역사거리(사당역 앞)","서울 동작구 남부순환로 지하 2089","8","1","","0","1","0","0"
"서울남부터미널 부근(서쪽)","서울 서초구 효령로 292","10","0","","0","0","0","0"
"경부고속도로 서울방면 415km 부근 경부고속도로 서울방면 415km","경부고속도로 서울방면 415km 부근 경부고속도로 서울방면 415km","2","0","","0","0","0","0"
"서초역 부근 삼거리(서쪽)","서울 서초구 서초대로 지하 233","7","0","","0","0","0","0"
"사당역 11번출구 부근(동쪽)","서울 서초구 방배동 443-12","7","0","","0","1","0","0"
"서초역사거리(법원 앞)","서울 서초구 서초중앙로 157","7","0","","0","0","0","0"
"반포역 지상 삼거리","서울 서초구 신반포로 지하 241","9","0","","0","0","0","0"
"윤봉길의사기념관(남쪽)","서울 서초구 매헌로 99","5","0","","0","0","0","0"
"용비교 동단 삼거리","서울 성동구 금호동4가","14","0","","0","0","0","0"
"무학여고 앞 사거리","서울 성동구 고산자로 197","9","0","","1","1","0","1"
"바람의언덕 출입구 앞(서울숲)","서울 성동구 성수동1가 683-4","8","0","","0","0","0","0"
"왕십리역오거리(성동경찰서)","서울 성동구 왕십리광장로 9","8","0","","0","0","0","0"
"논골사거리(행당대림 107동)","서울 성동구 행당로 79","6","0","","1","0","0","0"
"비우당교 남단 사거리","서울 성동구 상왕십리동","5","1","","0","0","0","0"
"사근램프 앞 교차로(세림아파트)","서울 성동구 마장로42길 16","4","1","","1","0","0","0"
"서울행현초 삼거리(동쪽)","서울 성동구 행당로 95","5","0","","0","0","0","0"
"도선사거리(성동구청 부근)","서울 성동구 고산자로 270","8","0","","0","1","0","0"
"행동1동주민센터 사거리(동쪽)","서울 성동구 고산자로10길 18","8","0","","2","0","0","1"
"자전거도로 한양여대 앞 청계천 자전거도로상","서울 성동구 살곶이길 200","4","0","","0","3","0","0"
"금남파출소 삼거리(북동)","서울 성동구 독서당로 286-1","6","0","","1","0","0","0"
"월드특수조명","서울 성동구 성수이로3길 11","3","1","","0","0","0","0"
"군포치안센터 부근(서쪽)","군포치안센터 부근(서쪽)","8","0","","2","0","0","1"
"행당대림아파트 앞 삼거리(101동)","서울 성동구 행당로 79","3","0","","1","0","0","0"
"성수역 1번출구 삼거리","서울 성동구 성수동2가 289-30","6","0","","1","0","0","0"
"상왕십리역 2번출구 삼거리","서울 성동구 도선동 417","7","0","","1","0","0","0"
"성수1치안센터(서쪽)","서울 성동구 뚝섬로 364-1","6","0","","1","0","0","0"
"마장역 1번출구 앞 삼거리","서울 성동구 마장동 804","6","0","","0","0","0","0"
"하왕십리치안센터 앞 사거리","서울 성동구 왕십리로 341","5","0","","1","1","0","0"
"금호사거리(금호4가우체국)","서울 성동구 금호동4가","5","0","","2","0","0","1"
"서울성수초 사거리(남쪽)","서울 성동구 아차산로17길 21","4","1","","0","0","0","0"
"동부간선도로(동아그린아파트 부근)","서울 성동구 상원길 76","4","0","","0","0","0","0"
"울서울숲입구(한진타운아파트 앞)","서울 성동구 뚝섬로 310","6","0","","0","0","0","0"
"성원중 사거리(동쪽)","서울 성동구 성덕정9가길 13","4","0","","0","0","0","0"
"뉴타운아파트 부근 사거리","서울 성동구 왕십리로 391","6","0","","0","0","0","0"
"고산자교 남단 사거리","서울 성동구 마장동","8","0","","0","0","0","0"
"마장동우체국 앞 삼거리","서울 성동구 고산자로 352","5","0","","1","0","0","0"
"서울숲푸르지오 앞(101동)","서울 성동구 금호로 15","3","1","","0","0","0","0"
"서울숲지구대 사거리(동쪽)","서울 성동구 성덕정길 77-2","4","0","","0","0","0","0"
"길음역 부근(북쪽)","서울 성북구 동소문로 지하 248","21","0","","0","0","0","0"
"종암경찰서 삼거리(남동)","서울 성북구 화랑로7길 32","16","0","","1","0","0","0"
"돈암1동주민센터 부근(서쪽)","서울 성북구 정릉로48길 35","16","0","","0","0","0","0"
"종암사거리(성북소방서)","서울 성북구 종암로27길 3","19","0","","0","1","0","0"
"성북구청입구(성북경찰서)","서울 성북구 보문로 170","13","0","","0","0","0","0"
"돌곶이역(3번출구)","서울 성북구 장위동 64-100","8","2","","0","0","0","0"
"월곡2치안센터 부근(북쪽)","서울 성북구 화랑로 98","12","0","","0","0","0","0"
"한성대입구역 사거리","서울 성북구 삼선교로 지하 1","12","0","","0","2","0","1"
"정릉시장 부근(동쪽)","서울 성북구 정릉동 980","8","1","","1","0","0","0"
"성북우체국 부근(서쪽)","서울 성북구 동소문로 310","11","0","","1","0","0","0"
"성북구청 부근(남동)","서울 성북구 보문로 168","7","0","","3","0","0","1"
"성북동 주민센터 부근(남쪽)","서울 성북구 성북로 37","9","0","","0","0","0","0"
"장위사거리(석관동주민센터)","서울 성북구 화랑로 296","9","1","","0","0","0","1"
"성신여대입구역 부근(동쪽)","서울 성북구 동소문로 지하 102","9","0","","0","0","0","0"
"성신여대입구역 사거리","서울 성북구 동소문로 지하 102","9","0","","0","0","0","0"
"정릉입구(정릉2동주민센터)","서울 성북구 정릉로26길 1","9","0","","1","1","0","0"
"숭례초 삼거리(남동)","서울 성북구 종암로5길 14","8","0","","1","0","0","0"
"성북구 보건소 부근(서쪽)","서울 성북구 화랑로 63","8","0","","1","0","0","0"
"길음119 앞 삼거리","서울 성북구 정릉로 321","8","1","","0","0","0","1"
"종암동주민센터 부근(북서)","서울특별시 성북구 종암로 98-8","9","0","","0","0","0","0"
"길음교교차로(길음시장)","서울특별시 성북구 동소문로 227","7","0","","0","0","0","0"
"한신아파트 앞(113동)","서울특별시 성북구 성북로4길 52","7","0","","2","1","0","0"
"돈암우체국 앞 사거리","서울특별시 성북구 삼선동4가 352-1","7","0","","1","0","0","0"
"정릉동 303-13번지","서울특별시 성북구 정릉동 303-13","6","1","","1","0","0","0"
"방천시장 입구(창문여고)","서울특별시 강북구 월계로 61","7","0","","2","0","0","0"
"브라운스톤동선아파트 부근(동쪽)","서울특별시 성북구 아리랑로5길 25","6","0","","0","0","0","0"
"종암동SK아파트 부근(101동)","서울특별시 성북구 종암로24가길 53","8","0","","0","0","0","1"
"석관동 322-2번지","서울특별시 성북구 석관동 322-3","7","0","","2","1","0","0"
"길음동부센트레빌(101동 서쪽)","서울 성북구 숭인로2길 61","4","0","","1","0","0","0"
"월곡역(3번출구)","서울 성북구 하월곡동 37-6","7","0","","0","1","0","0"
"월곡역(3번출구)","서울 성북구 하월곡동 37-6","4","0","","0","0","0","0"
"송파구청사거리(구청 앞)","서울특별시 송파구 올림픽로 326","20","1","","3","0","0","0"
"가락시장앞사거리(가락시장역)","서울 송파구 가락동 184-23","16","0","","1","0","0","0"
"잠실역 사거리(2호선)","서울특별시 송파구 신천동 7-18 번지","12","0","","0","1","0","0"
"송파세무서 앞 오거리","서울특별시 송파구 강동대로 62","16","0","","0","0","0","0"
"KB국민은행 삼전남지점(동쪽)","서울특별시 송파구 백제고분로 196","15","0","","1","1","0","0"
"송파1동우체국(서쪽)","서울 송파구 백제고분로42길 5","11","0","","1","0","0","0"
"장지교교차로(송파IC)","서울 송파구 장지동 245-15","15","0","","1","0","0","2"
"석촌호수 사거리(북쪽)","서울 송파구 잠실동 42","12","0","","0","0","0","0"
"송파사거리(잠실여고 서쪽)","서울 송파구 송파동 2-12","11","0","","0","1","0","0"
"서울지방경찰청 제3기동단(서남)","서울 송파구 문정동 392-19","12","0","","0","0","0","0"
"삼성교사거리(삼성교 동단)","서울 송파구 잠실동 5","10","0","","0","0","0","0"
"금호아파트 삼거리(101동 앞)","서울 송파구 송파대로32길 15","9","0","","0","0","0","0"
"송파1동 주민센터 앞 사거리","서울 송파구 송파동 1","8","0","","0","0","0","1"
"삼전동주민센터 사거리(북쪽)","서울 송파구 삼전동 86","10","0","","0","2","0","0"
"복정역 사거리","서울 송파구 장지동 596-7","8","0","","0","0","0","0"
"강동구청역 앞 사거리","서울 강동구 성내동 319-40","4","0","","0","0","0","0"
"올림픽훼미리타운(110동 동쪽)","서울특별시 송파구 중대로 24","11","0","","1","1","0","1"
"종합운동장사거리(아시아공원)","서울 송파구 잠실동 124","10","0","","0","0","0","1"
"평화의문삼거리(몽촌토성역)","서울 송파구 방이동 94-3","9","0","","0","2","0","0"
"동부센트레빌 앞(101동)","서울 송파구 송파대로37길 29","6","1","","0","0","0","0"
"복정역 부근 사거리(남쪽)","서울 송파구 장지동 595-10","5","1","","0","0","0","0"
"가락시장역 8번출구 사거리","서울 송파구 가락동 214-15","8","0","","3","0","0","0"
"오륜삼거리","서울특별시 송파구 동남로 341","13","0","","0","0","0","1"
"건영아파트 사거리(101동 북서)","서울 송파구 문정동 72","11","0","","0","0","0","0"
"거여역 7번출구 사거리","서울 송파구 거여동 20-14","10","0","","1","0","0","0"
"신천역 앞 사거리(2번출구)","서울 송파구 잠실동 34","8","0","","0","1","0","0"
"근린공원 앞 사거리","서울 송파구 문정동 305-24","11","0","","1","1","0","0"
"풍납사거리(풍납현대101동)","서울 송파구 풍납동 465-1","7","0","","0","0","0","1"
"광평교 동단 사거리","서울 송파구 가락동 632-1","8","0","","0","0","0","0"
"탄천교 동단 교차로","서울 송파구 가락동 538","4","1","","0","1","0","0"
"오금교교차로(오금교 북단)","서울 양천구 신정동 871-10","9","0","","0","1","0","0"
"청소년수련관 사거리(남서)","서울 양천구 목동 918-2","14","0","","0","0","0","0"
"SBS방송센터교차로","서울 양천구 목동 920-2","12","1","","1","0","0","0"
"신서고 부근(북서)","서울 양천구 신정동 1110","6","0","","0","2","0","0"
"신정네거리역 사거리","서울 양천구 신정동 1031-1","12","0","","1","1","0","0"
"신월동우체국 사거리(북동)","서울 양천구 신월동 790","15","0","","0","3","0","1"
"보성주상복합아파트 앞(서쪽)","서울 양천구 신정동 992-1","7","0","","1","0","0","0"
"삼익4차플라주 부근(남쪽)","서울 양천구 신월로 203","10","0","","0","2","0","0"
"오목교 사거리(3번출구)","서울 양천구 목동 451","8","0","","0","0","0","0"
"강월초교입구(신월제일교회)","서울 양천구 남부순환로 577","11","0","","1","2","0","0"
"양천벽산블루밍3단지 앞","서울 양천구 월정로7길 24","5","2","","1","1","0","0"
"신서고 부근(북서)","서울 양천구 신정동 984-1","6","0","","0","1","0","1"
"신월동 544-6번지 앞 사거리","신월동 544-6번지","7","1","","0","2","0","0"
"신정네거리역 부근 삼거리(동쪽)","서울특별시 양천구 중앙로 276","11","0","","2","1","0","0"
"강월초교입구(신월제일교회)","서울 양천구 남부순환로 577","4","0","","0","0","0","1"
"목동문화회관 부근 삼거리(남동)","서울특별시 양천구 목동동로 77","9","0","","0","0","0","1"
"진명여고 사거리(남서)","서울 양천구 목동 927-13","5","0","","2","0","0","0"
"태진아름아파트(103동 동쪽)","서울 강서구 등촌동 613-1","8","0","","0","0","0","0"
"목동역 오거리","서울 양천구 신정동 994-2","10","0","","0","0","0","0"
"영상고 부근(남서)","서울 양천구 목동로11길 46","8","0","","2","1","0","0"
"목동청소년수련관 사거리(남동)","서울 양천구 목동 918-2","10","0","","0","0","0","0"
"목동3시장 교차로","서울 양천구 목동 618-18","6","0","","0","0","0","0"
"청송그린힐 아파트 앞 사거리","서울 양천구 신월동 906","4","1","","1","1","0","0"
"방송회관 앞(목운중)","서울 양천구 목동 922","7","0","","1","0","0","0"
"목동문화회관 부근 삼거리(남동)","서울특별시 양천구 목동동로 77","8","0","","1","0","0","0"
"강월초 동남 삼거리","서울 양천구 신월동 906","4","1","","0","0","0","0"
"신정네거리역 사거리","서울 양천구 신정동 1031-1","6","0","","1","0","0","0"
"강서초 부근 사거리(동쪽)","서울 양천구 신월동 849","5","0","","1","0","0","0"
"양동중 사거리(동쪽)","서울 양천구 목동 508-5","7","0","","0","0","0","0"
"신트리공원 앞 사거리","서울 양천구 신정동 310-10","5","0","","0","0","0","0"
"영등포로타리(영등포2치안센터)","서울 영등포구 영등포동2가 174-1","28","0","","1","0","0","1"
"삼성화재영등포사옥 앞","서울 영등포구 양평로 76","24","1","","0","2","0","1"
"영등포역 앞 삼거리(우체국)","서울 영등포구 경인로 841","17","0","","1","0","0","1"
"노들길 김포방향","서울 영등포구 당산로52길 3","2","0","","0","0","0","0"
"우성빌딩 사거리(북서)","서울 영등포구 버드나루로 73","10","0","","1","0","0","0"
"여의2교 서단 사거리","서울 영등포구 영등포동7가 94-411","11","0","","0","0","0","0"
"영등포시장사거리(중앙어린이공원 부근)","서울 영등포구 영등포동6가 7-1","13","0","","0","4","0","0"
"거리공원오거리(신동아 2동)","서울 구로구 구로동 68-1","10","0","","0","0","0","1"
"영등포전화국(신화병원)","서울 영등포구 영중로 100","7","0","","0","0","0","1"
"여의교교차로(여의도119안전센터)","서울 영등포구 의사당대로 162","9","0","","2","0","0","0"
"신풍역 3번출구(7호선)","서울 영등포구 신길동 399","11","0","","0","0","0","0"
"영등포역 앞 삼거리(우체국)","서울 영등포구 경인로 841","9","0","","1","0","0","0"
"국제금융센터 앞 사거리","서울 영등포구 국제금융로 10","8","0","","0","0","0","0"
"신길광장공원(구민체육센터)","서울 영등포구 신길동 431-28","6","0","","0","1","0","0"
"청과시장입구(영등포역)","서울 영등포구 문래동3가 2-2","9","0","","1","0","0","0"
"당산푸르지오 앞(101동)","서울 영등포구 영중로 154","6","1","","0","0","0","0"
"도림사거리(신길건영아파트)","서울 영등포구 신길동 362-1","11","0","","3","3","0","0"
"우성2차 앞 사거리(201동)","서울 영등포구 도림로47길 1","7","0","","0","1","0","0"
"영등포구청 앞 사거리","서울 영등포구 당산로 123","10","0","","1","0","0","0"
"썬프라자(우성3차 앞 삼거리)","서울 영등포구 신길로 39","8","1","","1","2","0","0"
"당산역 부근(3번출구)","서울 영등포구 당산동6가 323-1","2","1","","0","0","0","0"
"영등포구청 삼거리(남동)","서울 영등포구 당산로 123","8","0","","1","0","0","0"
"사러가쇼핑센터 앞 사거리","서울 서대문구 연희맛로 23","8","0","","1","0","0","1"
"영등포로타리(영등포2치안센터)","서울 영등포구 버드나루로 1-1","7","0","","2","0","0","1"
"여의도역 사거리","서울 영등포구 의사당대로 지하 101","4","0","","2","0","0","0"
"문래동사거리(영등포초)","서울 영등포구 문래동1가","7","0","","0","2","0","1"
"서울교 서단 교차로","서울 영등포구 여의도동 29-1","6","0","","0","0","0","0"
"대림공원사거리(대림어린이공원)","서울 영등포구 대림로 106","9","0","","0","0","0","0"
"구로제2교 동단(대림역)","서울 영등포구 대림동 1053-6","11","0","","0","3","0","1"
"양남사거리(양평파출소 앞)","서울 영등포구 양평동1가 19-2","7","0","","0","2","0","0"
"보광동주민센터 사거리(동쪽)","서울 용산구 보광동 217-2","9","1","","1","0","0","1"
"용산역 앞 사거리(한강초)","서울 용산구 한강대로14길 9","11","0","","1","0","0","0"
"현대리버티하우스(서쪽)","서울 용산구 독서당로 70","11","0","","1","0","0","1"
"브라운스톤용산아파트 부근(동북)","서울특별시 용산구 효창원로 88","5","2","","0","0","0","0"
"순천향대서울병원 부근","서울 용산구 대사관로 59","9","0","","1","0","0","0"
"이태원119안전센터 앞 사거리","서울 용산구 이태원로 196","8","0","","3","0","0","0"
"이태원동우체국 삼거리(남서)","서울 용산구 녹사평대로 212","5","0","","1","0","0","1"
"용산우체국교차로","서울 용산구 한강로2가","6","0","","1","0","0","0"
"한강대교 북단 교차로","서울 용산구 이촌동 301-5","9","0","","0","0","0","0"
