지역구,지점명,도로명,중앙선침범,신호위반,안전거리미확보,불법유턴,과속,안전운전불이행,교차로위반,보행자보호위반,차로위반,직진우회전방해,기타,합계
마포구,마포대교입구(마포역 부근),서울 마포구 마포대로 지하 33,0,0,1,0,0,3,1,0,0,0,0,5
마포구,상암초교교차로,서울 마포구 월드컵북로 353,0,2,0,0,0,2,0,0,0,0,0,4
마포구,공덕초 부근(북서),서울 마포구 만리재옛길 13,0,1,1,0,0,3,0,0,0,0,1,6
마포구,마포역 부근(2번출구),서울 마포구 도화동 555-2,0,0,0,0,0,3,0,3,0,1,0,7
마포구,망원2치안센터 부근(동쪽),서울 마포구 월드컵로31길 18,0,1,1,0,0,3,0,0,0,0,1,6
마포구,망원2치안센터 부근(동쪽),서울 마포구 월드컵로31길 18,0,2,1,0,0,5,0,0,1,0,0,9
마포구,신촌로타리(신촌역),서울 마포구 노고산동 31-123,0,0,3,0,0,3,0,0,0,0,1,7
마포구,상암사거리(월드컵터널),서울 마포구 성산동,0,1,0,0,0,4,0,0,0,0,0,5
마포구,상수역 사거리,서울 마포구 독막로 85,0,1,0,0,0,1,0,0,0,0,2,4
서대문구,독립공원(출입구 앞 사거리),서울 서대문구 통일로 251,0,5,1,0,0,3,0,1,0,0,0,10
서대문구,홍은사거리(서대문도시관리공단),서울 서대문구 백련사길 39,1,3,1,0,0,11,2,0,0,0,1,19
서대문구,홍제초 사거리(남서),서울 서대문구 홍은중앙로 13,1,0,1,0,0,5,0,1,1,0,1,10
서대문구,연세대 앞(세브란스병원),서울 서대문구 연세로 50,0,2,3,0,0,1,0,0,0,0,0,6
서대문구,사천교 서단(가좌역),서울 서대문구 남가좌동,0,4,1,0,0,1,0,0,0,0,0,6
서대문구,홍제역 3번출구 앞 삼거리,서울 서대문구 홍제동 161-1,0,0,1,0,0,8,1,1,0,0,1,12
서대문구,홍연2교 북단 교차로,서울 서대문구 연희동,1,2,0,0,0,6,1,1,0,0,0,11
서대문구,홍제역 삼거리(4번출구),서울 서대문구 홍제동 161-1,0,2,0,0,0,4,0,1,0,0,0,7
서대문구,서대문역 앞 사거리,서울 종로구 통일로 지하 126,0,2,4,0,0,2,0,0,0,0,0,8
서대문구,홍제삼거리(한신휴플러스),서울 서대문구 통일로 397,1,1,2,0,0,6,0,0,0,0,1,11
서대문구,연희동 136-8번지 사거리,서울 서대문구 연희동 136-8,0,2,1,0,0,5,0,0,0,1,0,9
서대문구,교남동주민센터 부근(서쪽),서울 종로구 송월길 154,0,2,1,0,0,6,0,0,0,0,0,9
서대문구,서울금화초교 사거리(북쪽),서울 서대문구 통일로 165,0,0,0,0,0,6,0,0,0,0,3,9
서대문구,증산2교 서단 사거리,서울 서대문구 북가좌동,0,2,0,0,0,4,0,0,0,0,0,6
서대문구,인왕아파트 앞 삼거리(4동),서울 서대문구 통일로32길 3,1,0,1,0,0,4,0,0,0,0,1,7
서대문구,독립문역 앞 교차로,서울 서대문구 통일로 지하 247,0,2,0,0,0,1,1,0,1,0,0,5
서대문구,연대 공학원 부근(남쪽),서울 서대문구 연세로 50,0,4,2,0,0,2,0,0,1,0,0,9
서대문구,연희동 성당 부근(북서),서울 서대문구 연희로 64-14,0,0,2,0,0,4,1,0,0,0,0,7
서대문구,홍은동 142-19번지,서울 서대문구 홍은동 142-19,0,2,0,0,1,2,0,0,0,0,0,5
서대문구,북가좌사거리(북가좌2치안센터),서울 서대문구 증가로 244,0,0,1,0,0,7,0,1,0,0,1,10
서대문구,국민권익위원회 앞 삼거리,서울 종로구 사직로8길 60,0,0,1,0,0,2,0,0,1,0,2,6
서대문구,홍제초 사거리(남서),서울 서대문구 홍은중앙로 13,0,1,0,1,0,4,0,1,0,0,0,7
서대문구,홍은사거리(서대문도시관리공단),서울 서대문구 백련사길 39,0,0,0,0,0,2,1,1,0,0,0,4
서대문구,연세대 재활학교 앞,서울 서대문구 연세로 50,0,1,0,0,0,4,0,0,0,0,0,5
서대문구,사천교교차로(사천교 동단),서울 서대문구 연희동,0,1,0,0,0,5,0,0,0,0,0,6
서대문구,흥남교 남단 사거리,서울 서대문구 남가좌동 79-167,0,2,0,0,0,2,0,1,0,0,0,5
서대문구,가좌삼거리(삼성래미안2차),서울 서대문구 수색로6길 43,0,0,1,0,0,2,0,0,0,0,1,4
서대문구,서대문구청 앞 사거리,서울 서대문구 연희로 248,0,3,0,0,0,2,0,0,1,0,0,6
서대문구,증산교 남단 사거리,서울 서대문구 북가좌동 415,0,2,0,0,0,2,0,1,0,0,1,6
서초구,KOTRA빌딩 앞 사거리,서울 서초구 헌릉로 13,0,6,3,0,0,4,4,0,1,0,0,18
서초구,트럭터미널앞교차로,서울 서초구 양재동,0,3,2,0,0,12,0,0,1,0,0,18
서초구,트럭터미널 앞 사거리,서울 서초구 양재동,0,2,4,0,0,6,1,0,1,1,0,15
서초구,반포힐스테이트 앞(104동 남쪽),서울 서초구 신반포로16길 15-20,0,4,0,0,0,5,0,1,0,0,0,10
서초구,호남선터미널 앞 사거리,서울 서초구 신반포로 176,0,0,2,0,0,8,1,1,0,0,1,13
서초구,교대역 지상 사거리,서울 서초구 서초대로 지하 294,0,1,2,0,0,8,1,0,0,0,2,14
서초구,강남귀금속타운 앞 사거리,서울 서초구 신반포로 162,0,1,1,0,0,17,2,0,0,0,0,21
서초구,교육개발원입구 사거리,서울 서초구 양재동 20-40,0,1,1,0,0,7,2,0,2,0,0,13
서초구,고속터미널앞사거리(고속터미널역),서울 서초구 신반포로 지하 188,0,2,1,0,0,10,0,0,0,0,1,14
서초구,서울성모병원교차로,서울 서초구 반포대로 222,0,0,4,0,0,10,0,0,1,0,0,15
서초구,이수교차로(동작역 남동),서울 동작구 현충로 257,0,7,0,0,0,4,0,0,0,0,0,11
서초구,삼호가든사거리(고속터미널),서울 서초구 반포동,1,0,6,0,0,2,0,0,0,0,0,9
서초구,화련회관(남서 사거리),서울 서초구 동작대로 230,0,1,0,0,0,5,0,0,0,0,0,6
서초구,성모병원 앞 도로,서울 서초구 반포대로 222,0,1,5,0,0,3,0,0,0,0,0,9
서초구,양재IC 염곡사거리 부근,서울 서초구 양재동 238-1,0,0,2,0,0,1,0,0,1,0,0,4
서초구,서초1교(삼익아파트),서울 서초구 서초동 1413,0,0,2,0,0,5,0,2,0,0,0,9
서초구,교대역 지상 사거리,서울 서초구 서초대로 지하 294,0,1,1,0,0,9,0,0,0,0,1,12
