SERIAL,ADMCD,ADMNM,X,Y
623,1174054000,서울특별시 강동구 명일제2동,969318,1949951
624,1174055000,서울특별시 강동구 고덕제1동,969171,1951712
625,1174056000,서울특별시 강동구 고덕제2동,970070,1951974
626,1174057000,서울특별시 강동구 암사제1동,967691,1950242
627,1174058000,서울특별시 강동구 암사제2동,966626,1951027
628,1174059000,서울특별시 강동구 암사제3동,968176,1951513
629,1174059100,서울특별시 강동구 암사제4동,967696,1950242
630,1174060000,서울특별시 강동구 천호제1동,968085,1949755
631,1174061000,서울특별시 강동구 천호제2동,966535,1949483
632,1174062000,서울특별시 강동구 천호제3동,967484,1948962
633,1174063000,서울특별시 강동구 천호제4동,966535,1949483
634,1174064000,서울특별시 강동구 성내제1동,966881,1947750
635,1174065000,서울특별시 강동구 성내제2동,967115,1948404
636,1174066000,서울특별시 강동구 성내제3동,967624,1947741
637,1174067000,서울특별시 강동구 길제1동,968763,1949009
638,1174068000,서울특별시 강동구 길제2동,968763,1949009
639,1174068500,서울특별시 강동구 길동,968763,1949009
640,1174069000,서울특별시 강동구 둔촌제1동,968213,1947130
641,1174070000,서울특별시 강동구 둔촌제2동,968691,1948113
